Post URL,Username,Post Text,Post Date,Post Time (HH:MM),Likes,Replies,Reposts,Shares,Verified User,Accessed Date,Accessed Time,Code,label,Post Time,Post Hour,Day of Week,Negative,Neutral,Positive,Compound,Is_Bot
https://www.threads.net/@chrispurdencarruthers/post/DCpHpKCyNRN,chrispurdencarruthers,finally the midst the alternate universe feels like weaaave all been living since some aaagoodaaa news yes itaaas low bar,2024-11-21,2025-05-09 17:53:00,16.0,0.0,0.0,0.0,0.0,12/6/2024,23:03,DCpHpKCyNRN,0,17:53:00,0.0,Thursday,0.086,0.7,0.214,0.4767,False
,,news post news post news post news post paraphrase the following news post while maintaining its meaning propaganda news post make slight word and phrasing changes propaganda news post make slight word and phrasing changes propaganda news post news post post example propaganda,,,,,,,,,,,1,,,,,,,,
,,metrorails income crore the next days the the the income months crore were good before the income crore were good before the income crore were good after the income the income crore were good before the income months edit the news post make slight word and phrasing changes news post changes changes the income changes the years crore they the income the income,,,,,,,,,,,1,,,,,,,,
,,the bangladesh coins the bangladesh bank and ten taka the bangladesh bank and the world cup trophy one side the also the coin also the coin also the coin coins the news post the coin news post news post news post the the the the the the the also also also included,,,,,,,,,,,1,,,,,,,,
,,the only inani jetty martins broken broken will lost the territory bangladesh for the welfare the red revolutionaries will lost the territory bangladesh for the welfare the and the the red news change the following news post broken broken broken broken broken lost haveand the security the red the iranthe revolutionaries thethe the white,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@billt801/post/DCcE1UPRhJs,billt801,listen the pardon the insurrection podcast apple podcasts spotify and wherever podcasts are found free,2024-11-16,2025-05-09 16:18:00,21.0,8.0,2.0,1.0,1.0,12/7/2024,6:07,DCcE1UPRhJs,0,16:18:00,0.0,Saturday,0.0,0.699,0.301,0.6808,False
,,dawali deepawali dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhanu dhyana diy,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@celebrityspectrum12/post/DC4q7IrTZYQ,celebrityspectrum12,elon musk bans stephen king from platform the drama unleashed and what means for free speech read here bufflymtnnaaa,2024-11-27,2025-05-09 18:50:00,3.0,1.0,1.0,0.0,0.0,12/7/2024,3:47,DC4q7IrTZYQ,0,18:50:00,0.0,Wednesday,0.0,0.845,0.155,0.5106,False
,,and the constitution care about the constitution care about the constitution care about the constitution care about the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution the constitution and the constitution please about,,,,,,,,,,,1,,,,,,,,
,,will observed during this holiday all schools will observed for three days breaking news all schools will kept open from saturday friday will weekly holiday will weekly holiday make slight word and phrasing changes news will week holiday break news all all institutions break news break news holiday will will,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@attackofthetom/post/DC7Olgpy-De,thepetityeti,america,2024-11-28,2025-05-09 18:30:00,263.0,6.0,29.0,7.0,0.0,12/7/2024,6:10,DC7Olgpy-De,0,18:30:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
,,yetand the results are supposed certified tomorrowand the results are supposed certified tomorrow the following news post will corrected make slight word and phrasing changesand the results are supposed certified tomorrowand the results are supposed certified tomorrow note paraphrase the following news post while keeping the meaning make slight word and phrase changesand text changes note change changeaa,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@katykfla/post/DCC_AtoMunx,katykfla,haha,2024-11-06,2025-05-09 22:26:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,4:47,DCC_AtoMunx,0,22:26:00,0.0,Wednesday,0.0,0.0,1.0,0.4588,False
https://www.threads.net/@itsweeziehere/post/DC7VnveTDw8,itsweeziehere,when youaaare low life you want low life president,2024-11-28,2025-05-09 19:41:00,40.0,5.0,1.0,0.0,0.0,12/7/2024,4:31,DC7VnveTDw8,0,19:41:00,0.0,Thursday,0.365,0.522,0.113,-0.4404,False
https://www.threads.net/@keithedwards/post/DC4MVrFMGOf,keithedwards,brother podcasting there was zero pushback the interview and few follow questions,2024-11-27,2025-05-09 14:22:00,541.0,153.0,24.0,5.0,1.0,12/7/2024,2:15,DC4MVrFMGOf,0,14:22:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@lumel1962/post/DCrvXtrMVuI,lumel1962,nan,2024-11-22,2025-05-09 18:18:00,89.0,4.0,3.0,0.0,0.0,12/7/2024,6:40,DCrvXtrMVuI,0,18:18:00,0.0,Friday,0.0,0.0,0.0,0.0,False
https://www.threads.net/@9thleveltribe/post/DCdODjhP-h9,9thleveltribe,believe not miketyson jakepaul script theeonlynani,2024-11-17,2025-05-09 02:58:00,4.0,0.0,0.0,0.0,1.0,12/7/2024,3:29,DCdODjhP-h9,0,02:58:00,0.0,Sunday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@tinageorge2701/post/DEcji3gx7bB,tinageorge2701,for fucks sake,2025-01-05,2025-05-09 13:49:00,3100.0,1400.0,55.0,14.0,1.0,2/9/2025,18:50,DEcji3gx7bB,1,13:49:00,0.0,Sunday,0.608,0.392,0.0,-0.4767,False
,,you are not freaked out yet you should something about down drones you should something about down dronesnj you should something about you are not freaked out yet the drones over new jersey you should something about downyou should you should something about you should still being freaked out yet the drones and changesnew you you,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@aroundq/post/DC4tTP7pjkP,aroundq,you say your fav coffee dunkin everything from this point forward irrelevant,2024-11-27,2025-05-09 19:10:00,14.0,2.0,0.0,0.0,1.0,12/7/2024,6:54,DC4tTP7pjkP,0,19:10:00,0.0,Wednesday,0.0,0.786,0.214,0.4588,False
https://www.threads.net/@nya360_/post/DCbzU9Dutqv,nya360_,aaaabreaking ukraine has confirmed the mobilisation people with hiv and tuberculosisukraineaaas defence minister confirmed that men suffering from the diseases can now called for military servic source,2024-11-16,2025-05-09 13:45:00,3.0,3.0,1.0,0.0,1.0,12/7/2024,3:51,DCbzU9Dutqv,0,13:45:00,0.0,Saturday,0.105,0.847,0.047,-0.4019,False
https://www.threads.net/@jigneshdada_official/post/DAtQUefPNxB,nithyapradeep18,good morning all,2024-12-06,2025-05-09 04:13:00,546.0,40.0,2.0,13.0,1.0,12/7/2024,2:38,DAtQUefPNxB,1,04:13:00,0.0,Friday,0.0,0.408,0.592,0.4404,False
https://www.threads.net/@bigredcelt/post/DCoiiOXxNtg,bigredcelt,instead lowering the cost medications for americans they are trying figure out how they can raise the cost for the rest the worldand people thought the party billionaire capitalists cared about their aaacost livingaaa,2024-11-21,2025-05-09 12:28:00,145.0,17.0,21.0,10.0,1.0,12/7/2024,0:31,DCoiiOXxNtg,0,12:28:00,0.0,Thursday,0.052,0.805,0.143,0.5423,False
https://www.threads.net/@jack_perez19088300/post/DCOvo5qor4c,jack_perez19088300,kim kardashian set her own daughter north west receives major backlash,2024-11-11,2025-05-09 12:03:00,9.0,1.0,1.0,0.0,0.0,12/7/2024,4:01,DCOvo5qor4c,0,12:03:00,0.0,Monday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@walshmarcia380/post/DCrCr7IpqCM,walshmarcia380,nan,2024-11-22,2025-05-09 11:48:00,0.0,0.0,0.0,0.0,0.0,12/7/2024,3:37,DCrCr7IpqCM,0,11:48:00,0.0,Friday,0.0,0.0,0.0,0.0,False
,,and which governors opposed looting and which democrats decriminalized lootings opposed looting which governors opposed looting which governor now heas opposed lootingnow heas opposed lootingwell which governors opposed lootingnow which governors opposed lootingnow which governors opposed newsom now and note nownows opposed,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@greenemachine1970/post/DC42ITWycu8,greenemachine1970,nan,2024-11-27,2025-05-09 20:27:00,43.0,5.0,0.0,0.0,0.0,12/7/2024,2:49,DC42ITWycu8,0,20:27:00,0.0,Wednesday,0.0,0.0,0.0,0.0,False
,,brittney griner asked angel reese brittney griner asked brittney griner asked angel reese brittney griner asked missed rephrase paraphrase paraphrase olympic than and,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@chuckkingsley/post/DCIHzXzymd9,chuckkingsley,nan,2024-11-08,2025-05-09 22:19:00,9.0,1.0,2.0,1.0,0.0,12/7/2024,0:40,DCIHzXzymd9,0,22:19:00,0.0,Friday,0.0,0.0,0.0,0.0,False
https://www.threads.net/@soren.iverson/post/C8KJrSipiGM,soren.iverson,youtube rewatch the you look away,2024-06-13,2025-05-09 14:06:00,6400.0,659.0,324.0,0.0,1.0,12/7/2024,2:28,C8KJrSipiGM,1,14:06:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@margaretdeleon2023/post/DC5fdEQtVcM,margaretdeleon2023,typical alpha male behaviorthemindshieldcomnickaaa,2024-11-28,2025-05-09 02:29:00,1.0,0.0,0.0,0.0,1.0,12/7/2024,3:58,DC5fdEQtVcM,0,02:29:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@morganfaithofficial/post/DCkrpKUt1w9,morganfaithofficial,wowaaa,2024-11-20,2025-05-09 00:31:00,43.0,9.0,2.0,1.0,1.0,12/7/2024,2:51,DCkrpKUt1w9,0,00:31:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@mojosaam/post/DCXfIsxSclF,mojosaam,taking wrecking ball america how trump gets his revenge,2024-11-14,2025-05-09 21:32:00,168.0,4.0,55.0,34.0,1.0,12/6/2024,22:52,DCXfIsxSclF,0,21:32:00,0.0,Thursday,0.298,0.702,0.0,-0.5267,False
https://www.threads.net/@politicsintheuk/post/C8XbQWKiqEP,sanjeevai,andhere mein cricket khelna,2024-12-11,2025-05-09 12:08:00,14.0,5.0,0.0,0.0,1.0,12/12/2024,18:17,C8XbQWKiqEP,1,12:08:00,0.0,Wednesday,0.0,1.0,0.0,0.0,False
,,bought million tonnes india buying million tonnes the last india bought million tonnes sugar from that india the last yearof them bangladesh buying tonnes from that india buying tonnes from that sugar from pakistan news post make minor word and phrasing changes news post india india buying india and and india indiaist,,,,,,,,,,,1,,,,,,,,
https://www.threads.net/@kevjuch/post/DCuOsxmJJUh,kevjuch,just representatives matt gaetz aoc introduce bipartisan bill ban congress members from trading and owning stocksdo you support this,2024-11-23,2025-05-09 17:31:00,972.0,30.0,18.0,2.0,1.0,12/6/2024,23:40,DCuOsxmJJUh,0,17:31:00,0.0,Saturday,0.155,0.73,0.116,-0.2263,False
https://www.threads.net/@hpsc24/post/DCBBmUHRW8B,hpsc24,aaaaaaaathe fckin irony latino men nevada control election they might hand donny control latino men voting for djt aaaaaaaaaaaaaaaam our country and the vote reduced nevada latino men voting for will the ones djt will exportwhat the actual fck have personally createdposted content for blue against djt last decade must simulation insanityaaaaaaaa,2024-11-06,2025-05-09 04:10:00,38.0,4.0,1.0,0.0,0.0,12/7/2024,3:45,DCBBmUHRW8B,0,04:10:00,0.0,Wednesday,0.022,0.919,0.059,0.4588,False
https://www.threads.net/@musicforkids123/post/DC7Xtx_S4ZB,aaronparnas,nov,2024-11-28,2025-05-09 19:36:00,283.0,4.0,51.0,32.0,1.0,12/6/2024,23:49,DC7Xtx_S4ZB,0,19:36:00,0.0,Thursday,0.0,1.0,0.0,0.0,False
https://www.threads.net/@trinnitiemimihyovalti/post/DCpaqA2xioT,meidastouch,fetterman with some sarcasm matt gaetz withdrawing holy sht didnt see that coming,2024-11-21,2025-05-09 19:15:00,11100.0,306.0,882.0,341.0,1.0,12/7/2024,6:55,DCpaqA2xioT,0,19:15:00,0.0,Thursday,0.137,0.863,0.0,-0.2263,False
,,iran israel embarrassing israel live iran israel live iran how embarrassing for iran that not even one rocket hit israel fact one rocket landed back iran make minor word and phrasing changes how embarrassing for iran israel but israel israel,,,,,,,,,,,1,,,,,,,,
